artist_name,title,year,danceability,duration,energy,key,loudness,song_hotttnesss,tempo,time_signature
Spinal Tap,Big Bottom,1984,0.0,218.20036,0.0,10,-7.643,0.26586104921065007,112.06,4
Atman,Govinda,1997,0.0,394.86649,0.0,6,-8.595,0.6195602893717185,125.374,5
Alexandre Desplat,Hidden Documents,2010,0.0,128.62649,0.0,5,-30.18,0.48397724617065346,91.954,4
Emperor,Al Svartr (The Oath),0,0.0,258.35057,0.0,4,-11.164,0.6292127100645375,116.171,7
The Smashing Pumpkins,Real Love,2000,0.0,249.62567,0.0,2,-4.673,0.6684193693704693,152.999,4
Patty Griffin,Flaming Red,1998,0.0,134.05995,0.0,10,-6.376,0.5131064176602239,124.794,4
Oceansize,New Pin (edit),2005,0.0,249.93914,0.0,2,-8.08,0.6388778755470905,118.049,4
Daan Junior,Tout moun sou do,0,0.0,413.49179,0.0,11,-5.366,0.30599288651581996,96.005,4
The Winans,This Train,0,0.0,238.65424,0.0,0,-8.071,0.5033812362063191,105.99,4
Jackie Davis,Love Is Just Around The Corner (1996 Digital Remaster),0,0.0,166.39955,0.0,0,-16.422,0.5859797661092777,134.3,4
Mighty Mighty Bosstones,They Came To Boston,1992,0.0,211.33016,0.0,9,-9.944,0.48711219486346274,205.559,1
Glad,My Jesus_ I Love Thee,0,0.0,211.69587,0.0,2,-16.705,0.0,52.464,7
Gerald Clayton,Two Heads One Pillow,2009,0.0,384.15628,0.0,10,-14.153,0.2538347361322313,95.938,1
Blackalicious,World Of Vibrations (Album Version),2005,0.0,302.94159,0.0,8,-7.625,0.7215020750520708,116.682,5
John Davis & Emma Doyle,Mary's Boy Child,0,0.0,184.86812,0.0,4,-13.751,0.0,120.026,4
Heavenly,Smile,1992,0.0,234.60526,0.0,2,-8.339,0.4719711717935417,69.965,4
The Fontane Sisters,The Tennessee Waltz,0,0.0,149.99465,0.0,6,-12.442,0.0,86.464,4
Nick Jonas & The Administration,State of Emergency,2010,0.0,214.72608,0.0,4,-4.38,0.8224028851600591,92.105,4
Gang Of Four,Is It Love,1983,0.0,273.99791,0.0,1,-17.763,0.4923983528177209,117.0,4
Circle Jerks,Group Sex,1980,0.0,63.52934,0.0,4,-8.562,0.7464326791300556,162.384,1
Barbara Fairchild,Jezebel,0,0.0,216.39791,0.0,8,-9.735,0.0,149.748,4
Tyrone Davis,Sugar Daddy,0,0.0,247.77098,0.0,10,-9.522,0.3347065490692206,93.734,4
The Panic Channel,Said You'd Be,2006,0.0,153.25995,0.0,2,-2.648,0.5114243256864599,143.224,1
Jo-El Sonnier,Precious Lord_ Take My Hand,0,0.0,214.282,0.0,0,-8.52,0.2702429493203401,138.279,3
Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes,Livin' Lovin' Wreck,0,0.0,131.34322,0.0,10,-12.176,0.4981708609556317,175.154,1
Elton Britt,Little Silver Bells,0,0.0,132.85832,0.0,0,-13.616,0.0,139.56,7
"Bobby ""Blue"" Bland",You Hit The Nail On The Head,0,0.0,346.8273,0.0,10,-9.64,0.0,90.102,7
Between The Buried And Me,Prequel To The Sequel (Album Version),2007,0.0,516.62322,0.0,1,-5.954,0.0,132.949,3
Hellsongs,Rock The Night,2008,0.0,272.14322,0.0,4,-13.959,0.5920543875413302,124.981,7
Santana,Fried Neckbones And Home Fries,0,0.0,637.43955,0.0,11,-8.814,0.41504977231582957,118.444,4
3 Doors Down,Duck And Run,1999,0.0,278.90893,0.0,4,-3.863,0.5278181365564875,85.787,4
THE CHIFFONS,The Heavenly Place,0,0.0,143.882,0.0,8,-9.206,0.3775316449767025,88.675,1
Kékélé,Likambo,2001,0.0,219.8722,0.0,7,-11.008,0.319565986882865,111.997,4
Cybertribe,Cry Of The Earth,1998,0.0,387.97016,0.0,1,-12.068,0.46142909133561455,160.011,4
Seventh Star,I Versus I,2007,0.0,184.842,0.0,7,-4.684,0.38393468427870303,114.594,4
Dishwalla,Moisture,1995,0.0,540.42077,0.0,11,-6.676,0.6823536176155617,183.662,3
Beenie Man,Stack and Pile,0,0.0,201.97832,0.0,1,-3.669,0.21508031850922793,69.594,3
Mariano Yanani,I Still Haven't Found What I'm Looking For,2003,0.0,180.00934,0.0,1,-13.943,0.27074649435019904,96.962,4
Brian Keane,Dark Flashes,0,0.0,216.05832,0.0,0,-18.812,0.0,100.16,4
Laurie Berkner,Ice Cream Cone,2001,0.0,169.37751,0.0,0,-16.895,0.4733465411087876,82.585,4
Robin Fox,Wonderland,2001,0.0,515.65669,0.0,7,-7.785,0.20655078956115766,140.021,3
Statues,Telecommunication,0,0.0,130.35057,0.0,11,-8.475,0.0,155.958,4
Rusted Shut,Borin Fuckin Town,0,0.0,296.80281,0.0,8,-10.374,0.2707759989463275,102.072,7
Happy Mondays,Olive Oil,1987,0.0,156.682,0.0,11,-13.229,0.5040343408054411,129.282,1
John Mayer,St. Patrick's Day,0,0.0,321.09669,0.0,9,-7.04,0.7691321768868855,126.711,3
Daddy Yankee,Llamado De Emergencia,2008,0.0,239.882,0.0,4,-4.335,0.7748162441456328,195.985,4
Sergio Mendes,Don't Go Breaking My Heart (LP Version),0,0.0,152.29342,0.0,4,-13.205,0.33023468276864437,130.892,4
John Brown,She's On That Revivalism,0,0.0,107.49342,0.0,6,-3.682,0.0,108.176,4
Weezer,I Don't Want To Let You Go,2009,0.0,228.44036,0.0,8,-10.571,0.7562673903660091,122.852,4
Lords Of The Underground,Check It (Explicit),1993,0.0,264.69832,0.0,11,-8.611,0.2874184848403513,99.058,4
Mary Black,Sweet Love,0,0.0,310.20363,0.0,2,-12.67,0.3347065490692206,42.75,4
Aiden,Black Market Hell,2009,0.0,759.09179,0.0,2,-7.192,0.6939479344908139,0.0,0
RyanDan,Wind Beneath My Wings,2007,0.0,255.76444,0.0,8,-9.81,0.710631125447114,142.196,4
Selena,Tu Robaste Mi Corazon,0,0.0,232.80281,0.0,10,-8.573,0.34580223396532944,85.772,7
Drowning Pool,Reborn (Explicit),2007,0.0,248.78975,0.0,11,-6.379,0.0,166.064,4
Kent,Vad två öron klarar,0,0.0,222.53669,0.0,9,-11.284,0.5667076416764733,135.776,3
Café Quijano,En Algún Rincón,1999,0.0,255.39873,0.0,2,-5.635,0.48456252996792964,152.001,4
The Sun Harbor's Chorus-Documentary Recordings,The Air Force song : Evening colors sequence,0,0.0,37.01506,0.0,10,-17.527,0.0,125.124,4
Buddy Miles,Don't Keep Me Wondering,1997,0.0,121.02485,0.0,7,-9.391,0.30416950343527516,100.573,4
Bobbie Gentry,Ace Insurance Man,1968,0.0,214.96118,0.0,9,-10.736,0.425900191276655,170.897,4
Busdriver,Ellen Disingenuous,0,0.0,246.22975,0.0,7,-4.293,0.0,136.116,4
Brenda Lee,Ballin' the Jack,0,0.0,113.97179,0.0,3,-9.67,0.21508031850922793,117.696,1
Gisselle,Me Decidi,0,0.0,268.87791,0.0,5,-4.537,0.22504466868040668,124.129,4
DJ Harry,'Round the Wheel,2001,0.0,495.90812,0.0,6,-9.706,0.24906579485370342,133.529,4
MC Sadri,Strassenkrieg,0,0.0,178.96444,0.0,9,-6.633,0.21508031850922793,180.126,4
Weedeater,Monkey Junction,2001,0.0,269.00853,0.0,7,-9.036,0.5813177450559872,142.639,3
Paul Carrack,Dedicated,1989,0.0,324.46649,0.0,4,-14.241,0.5983201493263065,134.123,4
Elvenking,Pathfinders,2004,0.0,322.55955,0.0,7,-4.516,0.5673897368018325,150.05,4
The Irish Rovers,The Deep Blue Sea,0,0.0,192.05179,0.0,2,-9.181,0.26505315794040124,175.325,4
William Coulter,Shrivasta,0,0.0,238.57587,0.0,9,-13.7,0.26586104921065007,148.524,4
Special Duties,Punk Rocker '97,0,0.0,122.56608,0.0,9,-5.901,0.0,128.822,1
The Refreshments,Three Little Words,0,0.0,222.69342,0.0,7,-9.953,0.24906579485370342,101.976,3
Eastmountainsouth,Hard Times,2003,0.0,225.61914,0.0,6,-8.843,0.7339908785242064,125.986,4
Richard Hell & The Voidoids,Another World (Album Version),1977,0.0,494.10567,0.0,7,-14.009,0.6943086880508273,123.182,4
Love Jones,I Like Young Girls,1993,0.0,182.72608,0.0,0,-7.327,0.21204540548371908,87.799,4
Kings Of Leon,Ragoo,2007,0.0,181.13261,0.0,11,-6.391,0.7461609129098018,102.066,4
Charlie Peacock,Tears Falling Down,1988,0.0,180.13995,0.0,0,-12.094,0.0,130.441,4
The Gone Jackals,Drop The Hammer,1995,0.0,220.49914,0.0,0,-14.007,0.6245360492594896,99.593,4
Nightwish,The Poet And The Pendulum,2007,0.0,834.66404,0.0,7,-6.003,0.717851349065084,96.711,4
From Dying Skies,Expeditions,0,0.0,222.58893,0.0,9,-3.343,0.4719728539916754,87.539,4
David Phelps,One King (Album Version),0,0.0,277.21098,0.0,0,-8.582,0.0,83.594,4
Steinski,Silent Partner (Peace Out),2003,0.0,52.4273,0.0,8,-18.604,0.3552855364230894,110.048,4
Eddy Raven,Like A Hurricane,0,0.0,215.40526,0.0,0,-11.712,0.0,158.832,4
Tranzas,Un nuevo amor (version salsa),2000,0.0,184.21506,0.0,1,-6.991,0.46967696540132287,75.826,7
Klaus Badelt,Time Travel,2002,0.0,275.19955,0.0,2,-16.683,0.42512465831305757,121.667,5
Dub Pistols feat. TK,Revitalise,2009,0.0,264.82893,0.0,10,-5.603,0.5248222581905113,100.019,4
Aiden,She Will Love You (Album Version),2007,0.0,258.82077,0.0,5,-5.249,0.7132176922634441,143.021,4
Fred Simon,The Christmas Song (Chestnuts Roasting On An Open Fire),0,0.0,228.70159,0.0,3,-21.392,0.6024348558104229,70.891,1
Tony Joe White,Menutha,1999,0.0,252.1073,0.0,2,-9.653,0.3347065490692206,136.621,4
Terror Squad / Remy / Prospect / Armageddon,Hum Drum,2004,0.0,251.89832,0.0,11,-5.511,0.4733465411087876,181.3,7
D.A.D.,Wild Talk [Live],0,0.0,260.362,0.0,6,-8.889,0.0,150.526,4
Rodney O & Joe Cooley,Your Chance To Rock,0,0.0,211.27791,0.0,4,-10.803,0.0,123.696,4
The Bureau De Change,Seasick,0,0.0,220.89098,0.0,11,-8.571,0.0,93.909,4
Los Indios Tabajaras,Sueño Salvaje,1997,0.0,171.28444,0.0,11,-18.696,0.0,128.162,4
Mary Black,Say A Little Prayer,0,0.0,235.04934,0.0,2,-10.562,0.5889221675559065,117.507,4
Daryl Coley,He That Dwelleth (Psalm 91) (In My Dreams Album Version),0,0.0,321.01832,0.0,1,-13.295,0.26586104921065007,124.709,3
Johnny Otis Show,You Better Look Out,0,0.0,164.8322,0.0,0,-16.313,0.0,94.085,4
John Doan,In John Fahey There Is No East or West (feat. John Doan),0,0.0,274.99057,0.0,5,-13.353,0.5373179231162059,82.856,3
Trentemoller,In Progress (Original Mix),2009,0.0,368.74404,0.0,7,-9.915,0.5778887778428028,124.985,4
Big John Greer,Big John's A-Blowin',0,0.0,155.45424,0.0,7,-7.335,0.0,87.635,4
Lorna,Papi Chulo (Extended Mix),0,0.0,329.53424,0.0,6,-7.581,0.2623089972119452,110.17,4
Tech N9ne,Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.,0,0.0,354.7424,0.0,2,-6.488,0.34580223396532944,167.984,4
Maroon 5,Harder To Breathe,2002,0.0,173.66159,0.0,1,-4.757,0.979837196455643,149.917,4
The Keys,From Tense To Loose To Slack,0,0.0,143.01995,0.0,9,-9.277,0.0,182.756,5
Dusminguet,Disco Jonki,1998,0.0,168.69832,0.0,0,-8.275,0.368413732666965,152.168,1
Toots Thielemans,Five For Ellis,0,0.0,119.71873,0.0,2,-12.192,0.0,218.681,4
Marc Perrone,Padam padam,0,0.0,64.1824,0.0,0,-20.251,0.0,63.295,7
Alejandro Lerner,Campeones De La Vida,0,0.0,153.36444,0.0,4,-8.76,0.42744657148843085,120.051,4
Java,Cendrier,0,0.0,190.69342,0.0,7,-6.371,0.5069050641974842,89.689,4
Jamie Richards,Any Way You Want Me To,0,0.0,244.29669,0.0,2,-7.625,0.4137398358601097,117.993,4
Joanna Connor,Playing In The Dirt,0,0.0,238.39302,0.0,7,-13.202,0.26586104921065007,106.719,3
Dilated Peoples Featuring Capleton,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),2006,0.0,311.06567,0.0,2,-4.08,0.5400092769273654,158.327,4
Saga,Thank You,0,0.0,243.61751,0.0,2,-20.491,0.0,74.811,1
R. Carlos Nakai,Voyagers - Improvisation 12,0,0.0,177.31873,0.0,7,-26.675,0.23644414956325258,102.02,3
Walter Ego,Purple Pygmies,1998,0.0,535.45751,0.0,10,-10.44,0.5285344520244036,124.136,1
Jay Randall,Mathilda,0,0.0,222.24934,0.0,9,-19.547,0.2105885442241946,65.64,4
Ghorwane,Nudez,0,0.0,298.84036,0.0,2,-6.479,0.0,187.46,3
Herb Alpert And The Tijuana Brass,Lazy Day,0,0.0,176.66567,0.0,5,-13.414,0.0,124.893,4
Audio Adrenaline,My God  (Audio Adrenaline Album Version),1992,0.0,219.11465,0.0,9,-9.024,0.0,101.241,5
Francis Dunnery,The Possibilities of Loving You,1991,0.0,216.37179,0.0,9,-8.023,0.23384700507344855,101.526,3
Special Duties,I Am The Curse (Duties Demo),0,0.0,162.87302,0.0,11,-7.89,0.0,135.386,1
Mikey Dread,Pound a Weed,0,0.0,201.9522,0.0,7,-9.351,0.3775316449767025,175.628,1
Los Amigos Invisibles,San Agustin,0,0.0,420.62322,0.0,10,-9.514,0.4634896622372766,200.039,3
Mando Diao,Popovic,2006,0.0,306.18077,0.0,4,-4.118,0.555574792226142,87.785,3
James Blackwood with The Light Crust Doughboys,This World Is Not My Home,0,0.0,138.16118,0.0,7,-10.654,0.0,116.521,1
Junior Reid,"Boom-Shack-A-Lack (12"" Mmix / Bonus Tra)",1998,0.0,326.00771,0.0,6,-8.28,0.2748995150433355,158.242,4
Louis Prima And Keely Smith,I've Got You Under My Skin,1960,0.0,159.16363,0.0,10,-12.675,0.5654510121736983,108.498,3
Alphonse Mouzon,The Ram And The Scorpio,1977,0.0,355.21261,0.0,7,-8.127,0.319565986882865,96.931,1
Ben Sidran,Everybody's boppin',0,0.0,366.0273,0.0,10,-12.547,0.0,85.952,4
Aeoliah,We Are One Light,0,0.0,295.10485,0.0,0,-36.037,0.3347065490692206,130.77,1
Ice Cube Featuring Flavor Flav,I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav),0,0.0,130.7424,0.0,11,-6.388,0.3725300393660796,92.482,4
M.A. Numminen,LAIVAMATKA WC:SSÄ,0,0.0,102.79138,0.0,8,-10.745,0.2603382425674305,141.358,4
Gold City,Mighty Army Band,0,0.0,182.25587,0.0,2,-8.533,0.33489874390177266,100.022,4
Big Dee Irwin,Swinging On A Star,1990,0.0,156.02893,0.0,10,-9.931,0.5912913733878069,108.103,4
VHS Or Beta,You Got Me (The Juan Maclean Dub),2006,0.0,501.13261,0.0,11,-6.751,0.26695518627553855,125.999,4
Samba Trio,Essa Marie,0,0.0,121.10322,0.0,9,-19.271,0.0,87.321,1
Tammy Pescatelli,Playboy Foundation,0,0.0,129.82812,0.0,1,-22.255,0.0,77.081,1
Planxty,Follow Me Up To Carlow,1973,0.0,139.72853,0.0,7,-14.322,0.536830580874417,71.337,4
Pennywise,Lies,2005,0.0,242.33751,0.0,10,-5.808,0.7076551060636985,119.981,4
Cirrus,Boomerang (Reprise),2002,0.0,193.72363,0.0,5,-6.149,0.5797287486139356,180.012,4
Junior Reid,Mr Big Man,0,0.0,215.14404,0.0,7,-6.487,0.2556950407567837,128.769,4
Vangelis,El Greco: Movement III,1998,0.0,408.00608,0.0,7,-20.42,0.42744657148843085,62.216,1
Daddy Yankee,Baila Girl_ Todo Hombre Llorando Por Ti,2003,0.0,181.34159,0.0,1,-7.421,0.3016817567316363,97.982,4
Gregory Isaacs,Down the Line,1979,0.0,219.402,0.0,9,-11.999,0.39200877147130697,138.039,4
Sunnyland Slim,Tired Of You Clowning,0,0.0,192.02567,0.0,0,-13.178,0.0,82.654,5
Happy Mondays,Hallelujah [Club Mix - Remastered version],0,0.0,389.0673,0.0,8,-7.667,0.3277366831778408,196.096,4
Yahir,No Te Apartes De Mi,0,0.0,245.34159,0.0,9,-9.044,0.513189736125819,104.0,4
Foals,Red Socks Pugie,2008,0.0,315.27138,0.0,9,-6.611,0.728377176857355,156.917,5
Faith Hill,I Want You (Album Version),2005,0.0,246.09914,0.0,0,-9.695,0.4541929882180224,119.06,4
Capleton,Bumbo Red,0,0.0,217.86077,0.0,11,-11.222,0.0,97.997,4
James Taylor Quartet,Cleo's Mood,2007,0.0,188.94322,0.0,1,-2.775,0.42744657148843085,58.135,4
The Gaskets,Deportees,0,0.0,232.69832,0.0,5,-5.619,0.0,83.942,4
Mariano Yanani,Why Should I Cry For You,2005,0.0,180.71465,0.0,8,-18.018,0.0,80.008,4
The Knux,Bang! Bang!,2008,0.0,200.25424,0.0,1,-4.825,0.576860140605075,140.119,4
Leroy Hutson,It's Different - Original,0,0.0,281.25995,0.0,7,-12.99,0.0,169.714,4
Between The Buried And Me,Kickstart My Heart (Album Version),2006,0.0,295.28771,0.0,4,-5.493,0.7692014288021497,89.485,4
Gertrudis,Oye,2005,0.0,263.47057,0.0,4,-7.961,0.4351793239571877,228.461,7
Inoki,Parola di faliero,0,0.0,75.93751,0.0,4,-3.148,0.26695518627553855,98.533,3
Loop Guru,Climax,0,0.0,521.9522,0.0,5,-5.666,0.21508031850922793,95.321,1
Vince Taylor,Sweet Little Sixteen,0,0.0,200.04526,0.0,6,-5.085,0.0,180.733,1
The Refreshments,Midnight,0,0.0,239.41179,0.0,10,-7.556,0.0,142.367,3
Karen Peck & New River,Behind The Line Of Grace,0,0.0,218.98404,0.0,11,-8.504,0.0,123.586,4
Kostis Maraveyas,Love Alone,0,0.0,247.7971,0.0,0,-10.156,0.0,90.0,4
Adolph Hofner,We Played A Game,0,0.0,152.0322,0.0,4,-18.299,0.19475830455273796,105.169,1
Carolyn Arends,Happy,0,0.0,231.36608,0.0,7,-6.953,0.435405367475008,97.958,4
The Dillinger Escape Plan,Parasitic Twins,2010,0.0,281.23383,0.0,8,-6.991,0.6728360607625542,120.085,4
Palito Ortega,Te Fuiste En Abril,0,0.0,134.3473,0.0,9,-9.182,0.37188084949133177,103.755,1
Paul Taylor,Dream State,0,0.0,266.9971,0.0,5,-6.514,0.2707759989463275,126.649,5
Jack Off Jill,Yellow Brick Road,1994,0.0,137.9522,0.0,6,-11.877,0.5024496241245333,156.804,4
Hevia,Albo,2007,0.0,280.2673,0.0,8,-4.936,0.3864772912554594,93.037,4
The Bug Featuring Spaceape,Fuckaz,2008,0.0,327.99302,0.0,2,-7.843,0.5867769318443097,96.02,5
Bombay Rockers,Rock Tha Party,2004,0.0,212.71465,0.0,8,-4.336,0.37952332442218817,109.984,4
Roberto Perera,A Puro Dolor,0,0.0,224.93995,0.0,7,-10.925,0.0,129.988,4
Nestor Torres,Peace With Myself,0,0.0,249.44281,0.0,10,-9.94,0.5033812362063191,93.975,4
Beenie Man,Politrix,2006,0.0,213.10649,0.0,8,-6.109,0.21508031850922793,98.028,4
Mongo Santamaria,Soca Mi Nice,0,0.0,235.49342,0.0,0,-9.396,0.0,129.871,3
Leroy Hutson,Never Know What You Can Do (Give It A Try) - Original,0,0.0,228.49261,0.0,10,-13.525,0.37598430150044215,151.064,4
Greater Vision,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),0,0.0,113.42322,0.0,0,-11.326,0.0,184.529,3
Devo,Going Under,1981,0.0,205.50485,0.0,6,-16.619,0.5637552083912959,94.48,4
Rakim,Skit,1997,0.0,19.12118,0.0,5,-18.83,0.0,45.554,1
Styles P & The Evil Genius DJ Green Lantern,Shadows,0,0.0,235.04934,0.0,7,-9.338,0.38293509007501925,167.873,4
Ann Nesby,Tables Turn,0,0.0,243.01669,0.0,11,-8.578,0.26586104921065007,88.008,4
The Shamen,Heal (The Separation) [PM Dawn Alt. Lead Mix],1996,0.0,280.31955,0.0,10,-9.198,0.0,109.96,4
Mademoiselle Sane,La petite boite en fer,0,0.0,217.62567,0.0,11,-11.875,0.0,63.154,4
Gorillaz,Rock The House (Explicit),2001,0.0,249.93914,0.0,1,-7.033,0.8133052092707631,171.918,4
Danny Wright,Carol of the Bells (Album Version),0,0.0,240.53506,0.0,7,-17.041,0.4051157216913865,95.995,3
Burning Spear,The Invasion (Aka Black Wa Da Da),0,0.0,334.31465,0.0,9,-12.763,0.6070366907455167,146.392,4
Passion,Jesus_ Lover Of My Soul (Bonus Stereo Trax),0,0.0,253.41342,0.0,10,-16.307,0.0,114.303,4
Midwest Product,Motivator,2003,0.0,301.73995,0.0,10,-8.874,0.5033812362063191,141.002,4
From Autumn To Ashes,IV,2002,0.0,147.64363,0.0,4,-12.063,0.5122536543033052,97.169,3
Grup Knar,Ay Nare Nare,0,0.0,381.70077,0.0,2,-9.421,0.0,120.093,1
Warrior King,Breath Of Fresh Air,2002,0.0,225.77587,0.0,0,-6.937,0.5654510121736983,83.831,1
Taking Back Sunday,You Know How I Do [Live From Bamboozle],0,0.0,227.57832,0.0,3,-5.534,0.3603705827121406,165.145,4
Jean Lumière,La chanson des genêts,0,0.0,183.43138,0.0,5,-11.333,0.0,124.113,1
Sonny Landreth,She Left Me A Mule ,1999,0.0,212.63628,0.0,6,-12.617,0.3347065490692206,87.669,1
Daniel Johnston,To Go Home,1982,0.0,270.78485,0.0,0,-12.664,0.5527051139046104,131.011,4
Redman / Saukrates / Icadon,Get 'em,0,0.0,204.19873,0.0,4,-13.57,0.536032111708468,231.264,7
Workhorse,High Horse,2007,0.0,251.402,0.0,7,-7.2,0.26586104921065007,85.209,3
Helen Love,Calm Down Dad,0,0.0,143.15057,0.0,11,-4.737,0.3775316449767025,205.016,4
Connemara Stone Company,Dragonfly,0,0.0,192.10404,0.0,2,-7.179,0.21990668461970456,123.36,4
Hard Romantic,Romanza,0,0.0,267.7024,0.0,10,-18.479,0.0,81.974,4
Rita Chiarelli,Tu Vuo_ Fa_ L_ Americano,0,0.0,278.33424,0.0,2,-13.083,0.2538347361322313,95.508,4
Gipsy Kings,Tu Quieres Volver,1987,0.0,194.87302,0.0,5,-8.403,0.778820808942555,165.006,1
Humble Pie,Intro/Whatcha Gonna Do about It,0,0.0,288.02567,0.0,9,-11.088,0.24256981369667097,93.716,4
Lidell Townsell,Duh Duh Da,0,0.0,201.82159,0.0,9,-9.926,0.2084722367788958,125.013,4
DJ Clue / P. Diddy,Intro,1998,0.0,64.70485,0.0,2,-23.129,0.3864772912554594,81.229,3
Languis,Cable,0,0.0,199.00036,0.0,1,-16.595,0.1939277643569876,126.999,7
Basic Channel,Q1.1 Edit,1995,0.0,62.92853,0.0,10,-23.563,0.49975232798855324,160.546,5
Sue Foley,She Don't Belong To You,1998,0.0,224.65261,0.0,7,-6.278,0.3347065490692206,105.21,4
Barry Mann,Here You Come Again (LP Version),0,0.0,170.44853,0.0,1,-9.741,0.0,106.687,4
Ben Sidran,Blowin' In the Wind,2009,0.0,307.80036,0.0,5,-17.336,0.22154865991439518,68.479,5
Krayzie Bone,Let It All Go,0,0.0,175.5424,0.0,6,-4.982,0.4348380902608562,181.03,4
Jimmy Page,Hummingbird,1988,0.0,322.97751,0.0,0,-13.865,0.5637552083912959,139.015,4
Jim Jones featuring Oshy,This Is For My Bitches,2009,0.0,224.31302,0.0,6,-4.62,0.44569927520170877,121.978,4
Joy Division,The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check),0,0.0,245.34159,0.0,1,-6.521,0.40003965695463956,117.339,4
Mariano Yanani,Canon In D Major (J. Pachelbel),0,0.0,192.41751,0.0,2,-16.922,0.0,126.273,4
Michelle Tumes,Love Shines Through  (Dream Album Version),0,0.0,232.22812,0.0,5,-5.165,0.0,120.028,4
Beherit,Suck My Blood,2009,0.0,266.89261,0.0,2,-5.268,0.5642587393365759,149.069,4
EPMD,Jane 5,1997,0.0,161.35791,0.0,1,-8.667,0.4923983528177209,86.819,4
Casiotone For The Painfully Alone,White Jetta,2009,0.0,197.25016,0.0,1,-9.31,0.7056291886565315,180.094,4
Architecture In Helsinki,Need To Shout,2005,0.0,249.28608,0.0,9,-10.414,0.7602993828677649,139.999,4
City High,Sista,2001,0.0,231.33995,0.0,8,-7.99,0.42744657148843085,159.975,4
The Frequency,Own Me,2004,0.0,284.682,0.0,7,-11.221,0.21508031850922793,153.667,4
Caballo Dorado,Me vuelves loco,0,0.0,190.22322,0.0,2,-8.221,0.0,161.486,4
Mohammad Nouri,Morghe Eshgh,0,0.0,224.02567,0.0,3,-17.661,0.2998774882739778,85.56,3
Soul Asylum,Don't It (make Your Troubles Seem Small) (Album Version),1986,0.0,168.93342,0.0,0,-11.71,0.3725300393660796,195.005,1
Eko Fresh feat. Capkekz,Das ist mein Viertel,0,0.0,236.14649,0.0,8,-2.653,0.2707759989463275,94.998,4
Big Star,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],0,0.0,241.60608,0.0,4,-7.724,0.3738202755896518,160.68,4
TEN MADISON,Elementro,2003,0.0,405.41995,0.0,11,-7.495,0.0,92.699,5
Sergio Mendes,Tem Do de Mim (Live At El Matador_ San Francisco),0,0.0,161.59302,0.0,7,-19.397,0.0,179.609,4
Michael Card,Arise_ My Love (Song Of Solomon),0,0.0,208.50893,0.0,9,-21.716,0.3347065490692206,93.542,4
Chroma Key,Salvation,2004,0.0,160.31302,0.0,4,-11.242,0.49545313652464545,120.091,4
The Red Jumpsuit Apparatus,In Fate's Hands (Album Version),2006,0.0,208.79628,0.0,0,-2.983,0.6040881780778032,199.004,4
Anna Abreu,Shame,2007,0.0,205.45261,0.0,4,-6.692,0.4787262884803349,143.864,4
Rachael Starr,Till There Was You (John Creamer & Stephane K Remix),2005,0.0,608.23465,0.0,11,-10.289,0.5413813805335101,127.996,4
Lonnie Brooks,Two Guitars Shuffle (take 1),0,0.0,351.73832,0.0,9,-12.302,0.4643353773794835,124.471,1
Don Gibson,I Love No One But You,1991,0.0,169.63873,0.0,4,-14.257,0.0,123.531,4
Stanley Clarke,What If I Forget The Champagne,1998,0.0,312.76363,0.0,7,-13.455,0.3725300393660796,123.352,4
The Pineapple Thief,Run A Mile,2006,0.0,399.82975,0.0,0,-7.715,0.5691786864450364,140.077,4
Diesel Boy,Dragonfly,1998,0.0,140.06812,0.0,0,-4.564,0.34092275586437804,205.553,4
Daniel Johnston,Oh No,1984,0.0,237.68771,0.0,8,-24.905,0.5114243256864599,105.641,5
Circle Jerks,Question Authority,1982,0.0,122.64444,0.0,1,-10.18,0.6655446019629685,173.669,4
Deville_ Willy,Loup Garou,1996,0.0,291.91791,0.0,9,-13.75,0.21204540548371908,103.258,4
Jack Johnson,Fortunate Fool,2000,0.0,228.70159,0.0,8,-10.736,0.8242065020160781,128.684,4
Fabolous,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),2003,0.0,246.33424,0.0,6,-5.268,0.5411058269016916,96.708,4
Elvin Bishop,I'll Be Glad,2005,0.0,335.69914,0.0,0,-4.559,0.3347065490692206,100.173,4
Bruce Springsteen,Working On The Highway,1984,0.0,191.99955,0.0,0,-11.516,0.751580890905498,183.709,4
Timbalada,Maracaia,2006,0.0,242.1024,0.0,10,-7.203,0.40109529658516824,180.06,4
Jay Pérez,Ya Basta,0,0.0,193.802,0.0,0,-6.01,0.0,104.387,4
Marty Robbins,DEU470956112,0,0.0,129.67138,0.0,2,-8.116,0.2732859552542869,140.73,4
Hank Penny,Wang Wang Blues,0,0.0,126.95465,0.0,5,-13.159,0.5073468968424951,95.95,4
