song,artist,class,year,danceability,duration,energy,key,loudness,song_hotttnesss,tempo,time_signature
Just Let Me Be In Love,Tracy Byrd,6,2007,0.0,227.57832,0.0,0,-7.695,0.6645786498461232,96.068,4
Just Like Lightnin',Joe Satriani,10,2006,0.0,300.82567,0.0,0,-5.943,0.5937951136677091,197.443,4
Just Look At the Blessing,True Believers,10,0,0.0,258.0371,0.0,11,-5.997,0.2663814370339135,97.979,4
Just One Of Those Things,Dionne Warwick,10,0,0.0,210.96444,0.0,7,-13.765,0.37952332442218817,101.421,3
Just Say Yes,Snow Patrol,10,2009,0.0,284.1073,0.0,9,-5.519,0.9459946798220403,107.998,4
Just Say Yes,Dickies,10,0,0.0,152.94649,0.0,2,-9.428,0.46048484498641545,104.231,1
Just Want To See Ya,Pacha Massive,10,2009,0.0,241.68444,0.0,0,-8.948,0.3196868590699485,140.025,4
Juste Une Fois,Alexis HK,10,2004,0.0,98.66404,0.0,4,-15.615,0.48093421280893994,96.082,5
Juste Une Petite Fille,Maurane,10,1995,0.0,263.67955,0.0,10,-15.406,0.3231121208952123,89.394,4
KOOKOSP}HKIN} - I'VE GOT A LOVELY BUNCH OF COCONUTS-,M.A. Numminen,10,1998,0.0,168.51546,0.0,7,-4.792,0.520676485134861,134.972,1
KORITSU HOSPITAL,An Cafe,10,0,0.0,267.31057,0.0,7,-3.545,0.21204540548371908,170.003,4
Kakou,Dobet Gnahoré,10,1997,0.0,274.54649,0.0,2,-9.213,0.52549711888017,103.997,4
Kalanta,Despina Vandi,10,0,0.0,307.87873,0.0,9,-7.865,0.46048484498641545,87.965,3
Kaliforn-Eye-A (Feat. Mike Muir),P.o.d,10,0,0.0,267.80689,0.0,5,-4.96,0.6040940827164238,96.98,4
Kan Hai De Ri Zi,Hacken Lee,10,0,0.0,221.962,0.0,3,-9.607,0.0,138.033,4
Kandiyohi,The Honeydogs,10,0,0.0,221.07383,0.0,11,-6.654,0.0,117.003,4
Kanoê,Márcio Faraco,10,0,0.0,236.35546,0.0,4,-16.285,0.0,125.989,3
Kapitel 4,Oliver Kalkofe,10,2008,0.0,549.3024,0.0,6,-14.165,0.21508031850922793,258.677,4
Karma,Alicia Keys,1,2003,0.0,255.99955,0.0,7,-6.155,0.7233486014585032,113.485,3
Karma Violins,Pale Forest,10,0,0.0,183.61424,0.0,9,-7.909,0.0,77.926,5
Karottensaft,Protein,10,0,0.0,214.09914,0.0,2,-15.299,0.0,126.011,4
Karuna,Bill Douglas,10,0,0.0,331.07546,0.0,10,-15.624,0.42744657148843085,105.535,4
Kassie Jones,Alice Stuart,10,0,0.0,220.78649,0.0,11,-8.514,0.0,110.382,1
Kathleen's Song / Ray Lynch,Ray Lynch,10,1984,0.0,250.22649,0.0,2,-21.45,0.6603811327118728,139.944,1
Katie,Mary Black,10,1987,0.0,283.61098,0.0,10,-11.691,0.5997102956385507,116.673,4
Katie's Song,Darryl Worley,10,0,0.0,261.642,0.0,7,-10.294,0.25358705677289295,96.716,4
Keep Hope Alive,The Crystal Method,10,1995,0.0,341.08036,0.0,7,-9.276,0.7568148004580941,188.018,5
Keep It Alive,Lee Ritenour,10,1982,0.0,291.83955,0.0,10,-14.199,0.38089897971051057,82.733,4
Keep It Going Louder (Tom Stephan Harder Mix),Major Lazer,10,0,0.0,352.02567,0.0,1,-5.929,0.21508031850922793,127.873,4
Keep It Like It Is,Louisa Mark,10,2003,0.0,156.52526,0.0,5,-14.29,0.46627088999174937,128.304,1
Keep The Change,Joe Bataan,10,2005,0.0,199.3922,0.0,10,-8.648,0.5692756506754788,104.801,4
Keep The Circle Around,Inspiral Carpets,10,1999,0.0,230.05995,0.0,10,-4.134,0.6455789159669304,150.226,4
Keep Walking,The Wilburns,10,0,0.0,182.22975,0.0,7,-9.156,0.0,148.024,4
Keiner außer uns,Kool Savas,10,0,0.0,77.94893,0.0,6,-5.0,0.3552855364230894,117.996,5
Kettle Black,BLEED THE SKY,10,2008,0.0,202.91873,0.0,1,-5.992,0.4574471670851005,116.064,4
Keysage,Vicious Mary,10,0,0.0,229.22404,0.0,2,-11.902,0.0,88.984,4
Kick Jump - Part Jump,Cobra Killer,10,1998,0.0,112.19546,0.0,3,-10.672,0.34092275586437804,86.96,3
Kicking And Screaming,Funeral For A Friend,10,2008,0.0,205.16526,0.0,2,-3.862,0.34580223396532944,134.009,4
Kickstart My Heart (Album Version),Between The Buried And Me,10,2006,0.0,295.28771,0.0,4,-5.493,0.7692014288021497,89.485,4
Kids Of Tragedy,Suzi Quatro,10,2004,0.0,207.882,0.0,4,-11.38,0.37598430150044215,124.519,4
Kill Me With Your Heart,Fastway,10,1986,0.0,302.15791,0.0,9,-8.513,0.4454545254934259,133.393,4
Kill Miss America (Album Version),Murderdolls,10,2002,0.0,147.51302,0.0,9,-4.063,0.6407792161818049,195.317,1
Kill Niggaz,Slick Rick,10,1999,0.0,169.69098,0.0,4,-6.669,0.6089329463779882,92.551,3
Kill Your Darlings,Soulwax,10,1996,0.0,201.24689,0.0,0,-8.146,0.5040343408054411,111.223,5
Killed By Love,Pursuit Of Happiness,10,1988,0.0,245.10649,0.0,2,-9.623,0.4454545254934259,131.04,4
Killer (Single Version),Seal,10,0,0.0,257.48853,0.0,10,-7.762,0.22154865991439518,117.988,4
Killer Barracuda,Kris Kristofferson,10,1995,0.0,183.06567,0.0,7,-17.312,0.21508031850922793,138.094,4
Killing,The Rapture,10,2003,0.0,218.22649,0.0,10,-7.693,0.6264642401853926,120.006,4
Killing Machine,Aiden,10,2009,0.0,140.40771,0.0,2,-4.459,0.7155117073573134,207.974,4
Kindhearted Woman Blues,Robert Lockwood_ Jr.,10,1998,0.0,162.45506,0.0,2,-13.158,0.0,99.701,1
King Bong,Bone Loc,10,0,0.0,329.63873,0.0,5,-3.045,0.0,141.041,4
King Kong,Shanadoo,10,2006,0.0,225.20118,0.0,10,-3.198,0.4996648621311711,142.946,5
King Tee Production,King Tee,10,0,0.0,153.57342,0.0,2,-14.122,0.0,108.301,4
Kinghead Shuffle (Little Freddie King),Little Freddie King,10,0,0.0,229.04118,0.0,9,-10.491,0.3578190535254165,130.58,1
Kinky Afro [Remastered Version],Happy Mondays,10,0,0.0,239.75138,0.0,0,-6.243,0.0,117.933,4
Kinky Woman,Jimmie Vaughan,10,0,0.0,207.09832,0.0,5,-9.483,0.46054128135865785,110.509,4
Kissing Game,2XL,10,0,0.0,230.37342,0.0,5,-4.958,0.0,102.949,4
Kitteldags,Finntroll,10,2001,0.0,125.46567,0.0,1,-5.059,0.6547345372368608,110.972,4
Knock Knock,Joe Lynn Turner,10,0,0.0,231.1571,0.0,7,-6.604,0.0,161.063,4
Know Thyself,Atom,10,0,0.0,207.28118,0.0,3,-9.652,0.0,137.903,4
Knowing You'll Be There,Gaither Vocal Band,10,2003,0.0,276.74077,0.0,6,-9.889,0.5213138188536456,85.103,4
Knowledge Is King,Kool Moe Dee,10,1989,0.0,219.76771,0.0,5,-16.205,0.3867901771390143,107.905,4
Knowledge Of Self (Evol Intent Remix),BT,10,2004,0.0,253.07383,0.0,10,-6.21,0.5782748931228445,136.897,3
Knuckle Up,Mykill Miers,10,0,0.0,252.94322,0.0,4,-7.699,0.0,106.221,3
Korea (LP Version),Deftones,10,2000,0.0,203.59791,0.0,7,-3.145,0.7155021691230083,178.339,5
Korean Waterhole,BT,10,2005,0.0,94.9024,0.0,2,-19.345,0.3277366831778408,148.653,5
Koronoko,Rokia Traoré,10,2008,0.0,273.08363,0.0,7,-9.784,0.6635254101486185,109.804,4
Korrupted - Remix,Tha Chamba,10,0,0.0,281.75628,0.0,8,-6.816,0.1927269163448934,172.287,4
Kudian Kudian,Babbu Maan,10,0,0.0,227.7873,0.0,4,-7.159,0.0,94.986,4
Kumal & Sangha,Nick Ingman,10,0,0.0,110.15791,0.0,2,-20.678,0.2336019285813813,133.369,4
Kutt Free (DJ Volume Remix),Jinx,10,0,0.0,407.37914,0.0,6,-7.884,0.0,89.345,5
Kyrie Eleison,Jane Winther,10,0,0.0,159.84281,0.0,11,-20.931,0.0,0.0,1
L' Envers Du Décor,Richard Galliano,10,1999,0.0,261.74649,0.0,9,-15.008,0.34092275586437804,76.296,3
L'Amour Existe Encore,Lara Fabian,10,2009,0.0,229.72036,0.0,6,-7.336,0.3943948561005826,106.01,4
L'Amour en Heritage,Alain Morisod,10,0,0.0,241.65832,0.0,7,-19.449,0.0,134.254,4
L'Aventurier,Jacques Dutronc,10,1969,0.0,151.09179,0.0,2,-7.246,0.4994458348006321,98.733,4
L'Homme De Paille,Jacques Dutronc,10,1989,0.0,142.91546,0.0,7,-10.592,0.38293509007501925,130.196,1
L'a fête komine,Edith Lefel,10,1992,0.0,246.30812,0.0,11,-11.613,0.0,135.099,4
L'antillais Donne,Francky Vincent,10,0,0.0,261.74649,0.0,6,-6.6,0.0,114.786,4
L'education du corps des porcs,Les Ogres De Barback,10,2001,0.0,287.242,0.0,11,-5.612,0.2998774882739778,149.591,4
L'insidieuse (Live),Richard Galliano,10,0,0.0,309.65506,0.0,0,-13.481,0.26695518627553855,111.663,4
L.A. Arteest Café,Stew,10,2003,0.0,299.07546,0.0,4,-14.023,0.0,117.367,4
L.S.M.,Year of Desolation,10,2005,0.0,259.02975,0.0,11,-5.284,0.0,98.638,5
L4-L5,Amilcar,10,0,0.0,277.7073,0.0,0,-14.631,0.0,87.882,1
LA River (Acoustic),Rancid,10,0,0.0,163.29098,0.0,7,-5.084,0.4634896622372766,126.464,1
LAIVAMATKA WC:SSÄ,M.A. Numminen,10,0,0.0,102.79138,0.0,8,-10.745,0.2603382425674305,141.358,4
LEAVE!,V V Brown,10,2009,0.0,203.31057,0.0,2,-6.452,0.7476546750257688,100.009,5
LFO [Original by LFO],Luke Vibert,10,0,0.0,347.8722,0.0,8,-5.388,0.5568355561195658,65.658,1
La Blonde de Pékin,Annie Philippe,10,0,0.0,167.73179,0.0,6,-7.779,0.4233067773919356,109.1,4
La Bruja Chafa,Bobby Pulido,10,1999,0.0,182.80444,0.0,2,-9.039,0.0,179.318,1
La Calle Del Gato Que Pesca,María Elena Walsh,10,0,0.0,156.83873,0.0,7,-14.627,0.0,104.272,4
La Chola Caderona,Sonora Carruseles,10,1999,0.0,295.31383,0.0,5,-3.934,0.3347065490692206,76.799,3
La Copa Grande,Pablo Montero,10,0,0.0,189.57016,0.0,0,-8.888,0.2362162713857612,98.063,4
La Culpa,Andy Andy,10,0,0.0,226.35057,0.0,9,-6.632,0.0,130.04,4
La Excepcion,Gustavo Cerati,10,2006,0.0,251.66322,0.0,9,-4.576,0.6049633995508662,125.987,4
La Ley De La Vida,Fito Paez,10,2010,0.0,273.03138,0.0,4,-6.116,0.4961753356732933,124.989,4
La Llamada,Selena,10,0,0.0,192.62649,0.0,9,-12.366,0.5489508558007461,90.103,4
La Machine,Pascal Obispo,10,2006,0.0,246.56934,0.0,6,-8.909,0.34092275586437804,130.057,4
La Maquina Del Sabor,Fruko Y Sus Tesos,10,0,0.0,264.61995,0.0,9,-5.0,0.27461662675735854,109.896,4
La Marca De Tus Labios,Sergio Dalma,10,1995,0.0,279.24853,0.0,0,-6.213,0.0,124.008,4
La Matanza,Grace Gale,10,2008,0.0,247.71873,0.0,0,-6.533,0.26586104921065007,155.173,4
La Muneca de Alcazar,Quadro Nuevo,10,2002,0.0,232.9073,0.0,5,-15.49,0.30416950343527516,144.047,1
La Mémoire Des Jours,Raphaël,10,2003,0.0,255.65995,0.0,4,-12.924,0.30416950343527516,85.949,4
La Otra,Marisela,10,0,0.0,221.20444,0.0,1,-9.467,0.0,134.192,4
La Photo,Basement Jaxx,10,1999,0.0,240.01261,0.0,11,-8.325,0.3603705827121406,126.8,3
La Piel de Tu Alma,Tito Rodriguez_ Louie Ramirez,10,0,0.0,244.27057,0.0,8,-16.375,0.0,162.984,4
La Pierrade,Bénabar,10,2007,0.0,243.59138,0.0,0,-12.5,0.2998774882739778,143.143,4
La Revolución,Memphis La Blusera,10,1995,0.0,261.642,0.0,1,-7.164,0.21204540548371908,159.668,4
La Rosa (Live),Bobby Pulido,10,0,0.0,195.42159,0.0,9,-8.886,0.0,195.109,4
La Rue Du Babouin,Françoise Hardy - Maurane,10,0,0.0,194.24608,0.0,7,-16.904,0.5241823720475215,105.156,3
La Segunda De Rosales (Album Version),Alacranes Musical,10,0,0.0,191.9473,0.0,0,-3.423,0.24164185385548714,153.145,4
La Sitiera,Orquesta Broadway,10,0,0.0,226.66404,0.0,9,-8.612,0.0,95.243,4
La Sitiera,Barbarito Diez,10,0,0.0,170.23955,0.0,2,-8.714,0.24906579485370342,119.693,4
La Valse De La Cour (BOF Mayerling),Francis Lai,10,0,0.0,183.92771,0.0,7,-10.976,0.0,63.991,4
La Vida En Rosa,S. Solis y Orquesta,10,0,0.0,182.20363,0.0,0,-11.415,0.19858671590744398,63.007,1
La Vuelta,Gustavo A. Santaolalla,10,1998,0.0,186.5922,0.0,4,-15.45,0.5996603576264808,159.502,3
La chanson des genêts,Jean Lumière,10,0,0.0,183.43138,0.0,5,-11.333,0.0,124.113,1
La clé parfumée,Gabriel Yared,10,2006,0.0,53.31546,0.0,6,-23.155,0.21204540548371908,79.685,4
La danse des petits amis,Oui Oui,10,0,0.0,174.15791,0.0,2,-5.546,0.0,125.093,4
La mujer que no sone (Album),Ricardo Arjona,10,0,0.0,219.68934,0.0,0,-10.208,0.6451594473715897,93.376,3
La paix des étoiles,Alexis HK,10,2009,0.0,202.94485,0.0,4,-12.489,0.34580223396532944,109.024,4
La petite boite en fer,Mademoiselle Sane,10,0,0.0,217.62567,0.0,11,-11.875,0.0,63.154,4
La polka des grenouilles,Serge Desaunay,10,0,0.0,127.76444,0.0,0,-5.989,0.0,131.842,1
La valse du mariage,Francis Lai,10,2003,0.0,123.24526,0.0,7,-9.853,0.0,88.967,3
La vida (Jp Candela & Vlada Asanin club mix),Carlos Jimenez_ J Elvira_ Oliversam,10,0,0.0,367.46404,0.0,5,-11.861,0.0,0.0,3
La vérité,Annie Blanchard,10,2007,0.0,252.44689,0.0,5,-10.021,0.0,113.287,4
Lachen und weinen,2raumwohnung,10,2001,0.0,335.17669,0.0,11,-9.322,0.6675061388345216,111.016,4
Ladder Of Success,Skeeter Davis,10,0,0.0,128.67873,0.0,3,-8.46,0.5187598979970994,134.931,1
Ladies And Gentlemen,Spiral Stairs,10,2009,0.0,65.51465,0.0,3,-22.71,0.26586104921065007,100.088,5
Lado A Lado (Bomba Carnaval Mix),Fulanito,10,0,0.0,247.14404,0.0,10,-6.276,0.0,126.855,4
Lake Charles Two-Step,The California Cajun Orchestra,10,0,0.0,172.48608,0.0,7,-12.141,0.3671544445612405,201.578,4
Lake Of Dreams,Lisa Lynne,10,1998,0.0,298.10893,0.0,0,-12.811,0.6738755724404429,94.031,5
Lametavolante,Facto Delafe y las flores azules,10,2005,0.0,127.79057,0.0,7,-5.726,0.4719711717935417,194.012,4
Lana Lee,The Refreshments,10,0,0.0,175.96036,0.0,7,-5.204,0.0,193.584,4
Lappi Pt IV Etiäinen,Nightwish,10,1997,0.0,153.44281,0.0,4,-9.326,0.6131252426489093,131.248,4
Laquelle Des Deux Est La Plus Snob,Jacques Dutronc,10,1969,0.0,152.76363,0.0,5,-9.774,0.39200877147130697,126.968,3
Largo,Angel Romero / The Academy of St. Martin in the Fields / Iona Brown,10,0,0.0,141.322,0.0,2,-29.128,0.0,106.98,4
Las Muchachas,Sonora Carruseles,10,0,0.0,297.79546,0.0,9,-5.579,0.3347065490692206,54.192,1
Las Murallas De Jericó,David Summers,10,0,0.0,321.33179,0.0,0,-9.846,0.26586104921065007,132.858,4
Laser Show (LP Version),Fountains Of Wayne,10,1999,0.0,144.71791,0.0,9,-5.759,0.5194485814940588,115.686,4
Last Good Time In Town,Eagles,10,2007,0.0,427.36281,0.0,9,-6.991,0.5589973270385168,115.277,1
Last Goodbye,The Gufs,10,0,0.0,232.98567,0.0,4,-4.297,0.42530424172042486,166.057,4
Last Hope's Gone (LP Version ),The Paul Butterfield Blues Band,10,0,0.0,289.61914,0.0,7,-9.353,0.5822342897862286,86.278,4
Last Night,Northern State,10,2004,0.0,208.09098,0.0,6,-7.492,0.4348380902608562,129.352,5
Last Thursday (Call Me Crazy),Carolyn Arends,10,0,0.0,204.01587,0.0,0,-9.819,0.409333654627423,106.963,4
Latinas,Flora Purim,10,1994,0.0,222.9024,0.0,4,-20.831,0.3347065490692206,136.234,3
Laughed At The Judge,The Grease Band,10,0,0.0,325.25016,0.0,6,-16.021,0.21948217171712114,123.891,4
Laula kanssain,Fredi,10,1977,0.0,243.722,0.0,3,-10.613,0.26695518627553855,121.117,4
Launder_ Lather_ Swab & Shower,Steve Green,10,0,0.0,126.37995,0.0,2,-7.774,0.0,71.065,1
Laundry & Dishes,Adrienne Pierce,10,2008,0.0,269.63546,0.0,6,-8.425,0.42744657148843085,151.945,3
Lay All Your Love On Me (LP Version),Information Society,10,0,0.0,221.6224,0.0,7,-11.881,0.6860148344718987,128.137,4
Laziest Gal In Town,Marlene Dietrich,10,1991,0.0,158.45832,0.0,9,-15.2,0.26695518627553855,99.36,7
Lazy Day,Herb Alpert And The Tijuana Brass,10,0,0.0,176.66567,0.0,5,-13.414,0.0,124.893,4
Le Bal Du P'tit Jardin,Gus Viseur,10,2005,0.0,128.93995,0.0,8,-16.683,0.3646124773230826,206.454,4
Le Bug (Live 2005),M,10,0,0.0,259.83955,0.0,11,-6.699,0.0,119.992,4
Le Chagrin de Coco,Alexandre Desplat,10,2009,0.0,177.42322,0.0,5,-21.011,0.4782769949300473,170.024,4
Le Chat du Café des Artistes,Charlotte Gainsbourg,10,2009,0.0,241.65832,0.0,1,-9.838,0.8596346836952304,150.256,4
Le Coeur Du Volcan,Julien Clerc,10,0,0.0,174.15791,0.0,9,-6.755,0.37952332442218817,115.756,3
Le Diable,Alexis HK,10,0,0.0,167.28771,0.0,4,-9.885,0.30416950343527516,116.099,4
Le Droit Des Pères (Live Electrique),Cali,10,0,0.0,299.49342,0.0,9,-7.405,0.0,89.709,7
Le Fiacre,Gisele MacKenzie,10,0,0.0,164.25751,0.0,7,-13.427,0.0,91.517,4
Le Petit Train (Mixé Par Mark Plati),Raphaël,10,0,0.0,211.01669,0.0,0,-6.301,0.0,150.096,5
Le Precipice,Daara J,10,0,0.0,261.61587,0.0,0,-7.727,0.319565986882865,91.005,4
Le Temps Des Cerises,Toots Thielemans,10,1998,0.0,109.16526,0.0,7,-19.736,0.30416950343527516,63.334,5
Le Théâtre / Bof L'Important C'Est D'Aimer,Georges Delerue,10,0,0.0,130.66404,0.0,6,-24.953,0.0,178.63,4
Le Vivre Pour Le Croire,Akissa,10,0,0.0,253.70077,0.0,11,-5.805,0.0,112.864,5
Le Zoo De Vincennes,Benabar,10,2003,0.0,238.44526,0.0,4,-11.258,0.4649239941807177,88.018,5
Le chacha des gorilles,Bézu,10,0,0.0,275.3824,0.0,7,-11.428,0.0,133.64,4
Le chanteur malheureux,Claude François,10,1994,0.0,197.25016,0.0,6,-12.472,0.49813158970740684,134.237,4
Le poulet,Pierre Perret,10,1994,0.0,90.46159,0.0,5,-11.372,0.0,135.487,4
Lead Me Lord,The Brooklyn Tabernacle Choir,10,1995,0.0,324.44036,0.0,7,-11.829,0.4051157216913865,216.195,5
Lead Me To The Cross (Acoustic),Seventh Day Slumber,10,0,0.0,287.73832,0.0,6,-6.183,0.5165006321566805,150.089,4
Leader (Album Version),Phantom Planet,10,2008,0.0,169.84771,0.0,4,-4.373,0.0,179.51,4
Leather Prowler,Liars,10,2007,0.0,265.09016,0.0,8,-10.578,0.6085528213375102,143.748,4
Leave My Kitten Alone,Little Willie John,5,1991,0.0,147.25179,0.0,8,-10.978,0.46048484498641545,105.653,1
Leaving Melbourne,TEN MADISON,10,2006,0.0,283.76771,0.0,4,-7.827,0.4072330149011048,133.326,5
Leaving The Docks,Zbigniew Preisner,10,1993,0.0,87.45751,0.0,4,-25.221,0.48213758506501503,120.234,4
Lebaran,Bimbo,10,0,0.0,288.86159,0.0,9,-7.687,0.0,147.991,4
Led By the Master's Hand,The Del McCoury Band,10,2006,0.0,173.97506,0.0,7,-9.329,0.0,140.9,1
Left For Dead (Album Version),Chimaira,10,2005,0.0,342.36036,0.0,7,-3.16,0.6120549539686252,93.513,4
Lend Me Your Chopper,Johnny Osbourne,10,2004,0.0,215.30077,0.0,3,-9.741,0.0,163.445,4
Lentävä kalakukko,Esa Pakarinen,10,1990,0.0,202.86649,0.0,2,-15.202,0.4471357962861778,171.876,1
Leo's place,Eric Burdon,10,1999,0.0,246.5171,0.0,7,-12.733,0.21508031850922793,138.593,4
Leo_ Are You Still Jumping Out Of Windows In Expensive Clothes?,My Little Airport,10,0,0.0,125.70077,0.0,2,-9.361,0.5278181365564875,92.975,3
Lero Do Bolero,Nana Caymmi,10,2001,0.0,188.65587,0.0,2,-10.449,0.0,110.411,4
Leroy Bown,Dee Clark,10,0,0.0,170.65751,0.0,7,-12.995,0.0,148.341,1
Les Chaudrons,André Minvielle,10,2007,0.0,295.96689,0.0,7,-7.632,0.21204540548371908,125.47,4
Les Deux Guitares,Jean Ferret,10,1991,0.0,172.61669,0.0,2,-16.532,0.3231121208952123,124.089,1
Les Dépenaillés,Klimperei,10,0,0.0,110.10567,0.0,0,-6.566,0.0,133.96,3
Les Femmes Des Autres,Jacques Dutronc,10,1969,0.0,189.85751,0.0,2,-8.669,0.21508031850922793,122.826,1
Les Forains,Richard Galliano,10,1999,0.0,190.74567,0.0,9,-12.7,0.36727341580934564,98.987,1
Les Grande Bois,Jo-El Sonnier,10,0,0.0,168.04526,0.0,2,-8.556,0.0,144.649,3
Les Noirs Marchant (Rudy Van Gelder 24Bit Mastering) (2002 Digital Remaster),Bobby Hutcherson,10,0,0.0,399.51628,0.0,2,-12.321,0.0,151.391,4
Les Playboys (Version Espagnole),Jacques Dutronc,10,2004,0.0,189.36118,0.0,4,-9.774,0.21508031850922793,112.78,4
Les chasseurs d'esclaves,Gabriel Yared,10,2006,0.0,118.83057,0.0,2,-13.005,0.0,111.034,4
Less Is More,Roni Size,10,0,0.0,373.86404,0.0,0,-6.594,0.34580223396532944,109.703,5
Lesson Learned,Alice In Chains,10,2009,0.0,256.522,0.0,10,-3.91,0.8244328688683497,107.845,4
Let Him Fly,Patty Griffin,10,1996,0.0,191.39873,0.0,2,-9.316,0.6079086329842557,111.829,7
Let It All Go,Krayzie Bone,10,0,0.0,175.5424,0.0,6,-4.982,0.4348380902608562,181.03,4
Let It Be,The Cate Brothers,10,0,0.0,223.97342,0.0,0,-16.086,0.24509741423379555,147.093,4
Let It Bleed,Wild Horses,10,0,0.0,338.28526,0.0,0,-8.527,0.23216679144970892,111.989,4
Let It Burn,Krayzie Bone,10,0,0.0,174.99383,0.0,7,-5.189,0.5637552083912959,100.119,4
Let It Flow (Feat. Gauran-T and Freaky Frederali),Five Fingers of Funk,10,1998,0.0,177.00526,0.0,2,-9.999,0.22483203261086604,111.924,1
Let It Go,Kirk Franklin with tobyMac & Sonny (of P.O.D.),10,0,0.0,299.85914,0.0,9,-9.07,0.536032111708468,153.819,4
Let It Rain,Roberto Roena,10,0,0.0,177.31873,0.0,3,-8.404,0.0,99.494,4
Let Me,Casual,10,0,0.0,270.78485,0.0,4,-7.341,0.0,83.979,4
Let Me Go Home Whiskey,Asleep At The Wheel,10,0,0.0,254.58893,0.0,9,-16.261,0.0,142.479,4
Let Me In,The Fabulous Thunderbirds,10,1979,0.0,154.53995,0.0,7,-6.923,0.3277366831778408,118.02,4
Let Me Out,Maximilian Hecker,10,2001,0.0,295.60118,0.0,2,-12.397,0.46736563132813813,65.941,4
Let Me Show You The Way (Out),Toni Braxton,10,2002,0.0,258.48118,0.0,6,-4.745,0.5998686640092785,91.066,4
Let Me Show You [I Just Want To Make You Smile],Marcus Miller,10,1983,0.0,280.13669,0.0,0,-13.078,0.5033812362063191,125.147,4
Let Men Burn Stars,M83,10,2005,0.0,116.45342,0.0,9,-12.692,0.78958341704847,110.182,4
Let The Chips Fall,Charley Pride,10,0,0.0,163.52608,0.0,0,-11.943,0.5580947631395166,100.893,1
Let The Drummer Have Some,fIREHOSE,10,1989,0.0,61.83138,0.0,5,-21.439,0.5375039041917102,76.354,4
Let The Kingdom Come (Freedom Album Version),White Heart,10,0,0.0,301.81832,0.0,7,-12.245,0.2814663219423595,86.096,4
Let Thy Ale Swing,Mithotyn,10,1998,0.0,58.30485,0.0,7,-5.225,0.40148671142756037,179.832,1
Let me fly,Jefferson Starship,10,1999,0.0,329.50812,0.0,2,-9.864,0.2707759989463275,132.611,4
Let's Blame The Lightman,GWAR,10,1997,0.0,189.57016,0.0,1,-3.492,0.47405483093120077,169.237,4
Let's Fall In Love This Christmas,John Berry,10,0,0.0,239.20281,0.0,7,-8.139,0.2554967787540802,126.533,4
Let's Get It Started,Black Eyed Peas,10,2004,0.0,229.61587,0.0,11,-4.882,0.6244254932707666,105.206,4
Let's Get Sweaty,Modern Day Escape,10,0,0.0,187.0624,0.0,6,-6.904,0.493945867848944,140.029,4
Let's Go,Ray Charles,10,0,0.0,160.93995,0.0,1,-8.758,0.439202489315343,88.745,3
Let's Have Some Fun,Rodney O_ Joe Cooley,10,1995,0.0,222.24934,0.0,6,-11.255,0.4081108835105221,99.612,4
Let's Lock The Door (And Throw Away The Key),Jay & The Americans,1,1990,0.0,149.89016,0.0,2,-10.623,0.5571877675186344,131.01,4
Let's Roll (Take 1),J.B.Lenoir,10,1991,0.0,169.22077,0.0,9,-15.647,0.0,150.59,4
Let's Seize The Time,Jimmy Cliff,10,1973,0.0,301.71383,0.0,0,-7.449,0.26586104921065007,122.773,1
Let's Start All Over,The Cate Brothers,10,0,0.0,150.17751,0.0,5,-12.85,0.2476897040472777,112.522,4
Let's Stay Together (Together Forever),RUN-DMC Featuring Jagged Edge,10,2001,0.0,197.77261,0.0,2,-8.689,0.5535045256520116,108.069,4
Letter To The King,The Game / Nas,10,0,0.0,345.59955,0.0,4,-8.216,0.682449124231555,104.666,1
Letter from Home,Pat Metheny,10,0,0.0,166.26893,0.0,5,-27.754,0.6930014280107074,87.559,1
Liar in the Glass,Eyes Set to Kill,10,2006,0.0,238.05342,0.0,2,-3.492,0.7419137317645699,91.873,4
Liberty,Heavenly,10,0,0.0,327.6273,0.0,4,-4.283,0.503752061361102,175.007,4
Lies,Pennywise,10,2005,0.0,242.33751,0.0,10,-5.808,0.7076551060636985,119.981,4
Lies Of Hate,Soul Asylum,10,1998,0.0,279.2224,0.0,11,-6.582,0.3603705827121406,68.734,4
Life,Cece Winans,10,1998,0.0,248.99873,0.0,0,-7.181,0.349166902124596,124.332,4
Life Deprived,Old Man's Child,10,2003,0.0,288.44363,0.0,1,-5.52,0.556739869245632,164.595,4
Life Force,Vanessa Daou,10,0,0.0,229.66812,0.0,2,-19.293,0.26695518627553855,79.96,3
Life In Line,The Last Days Of Jesus,10,2004,0.0,209.55383,0.0,8,-6.248,0.40148671142756037,125.126,4
Life Of A Star,MIMS,10,2009,0.0,230.53016,0.0,4,-4.213,0.4072330149011048,127.779,5
Life is Love,NO-TONE ft.Inusa,10,0,0.0,396.7473,0.0,2,-5.208,0.46264318259167037,126.012,4
Lifeboat Serenade,Jimmy Herring,10,2008,0.0,359.8624,0.0,4,-10.004,0.5658895096574311,124.073,4
Lifewalk,Demonbreed,10,0,0.0,308.81914,0.0,8,-5.028,0.21508031850922793,164.137,4
Lift (Joi Blarneyformasian),Azukx,10,0,0.0,295.94077,0.0,2,-8.637,0.27074649435019904,120.954,4
Liftoff,X-Raided,10,0,0.0,281.83465,0.0,7,-6.392,0.0,73.052,4
Lightning Breaks,Plasmatics,10,1996,0.0,168.25424,0.0,0,-5.936,0.5317220984213001,134.102,4
